PROJECT_ID,PACKAGE_TYPE,PACKAGE_SUBTYPE,PACKAGE,CBS_NAME,CBS_PATHID,CBS_STATUS,WPI_NUMBER,PO,COMMITMENT_ID,COMMITMENTS_AMT,ACTUALS_AMT,INCURRED_AMT,LAST_MONTH_INCURRED_AMT,INCURRED_TO_DATE,PRELIM_INCURRED_TO_DATE,DIFF_INCURRED_COMMITMENTS,DIFF_INCURRED_ACTUALS,CURRENT_MONTH_FORECAST,IDENTIFIERS
PRJ-001015,W,WF,WFA001,Property Tax Valuations & Advisory - Jansen,PRJ-001015|40|8|5|1|0|WFA001|4513672294,3. Active - PO,,4513672294,4513672294,180000.00000,36000.00000,36000.00000,0.00000,0.00000,36000.00000,-144000.00000,0.00000,0.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,W,WN,WNA015,SaskPower Crossing Agreement,PRJ-001015|40|3|2|3|0|WNA015|4513702172,3. Active - PO,,4513702172,4513702172,30707.00000,29244.00000,29244.00000,0.00000,0.00000,29244.00000,-1463.00000,0.00000,0.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,W,WN,WNA015,SaskPower Crossing Agreement,PRJ-001015|40|3|2|3|0|WNA015|4513702173,3. Active - PO,,4513702173,4513702173,14181.00000,13506.00000,13506.00000,0.00000,0.00000,13506.00000,-675.00000,0.00000,0.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,W,WZ,WZA008,Redteam - Quantitative Risk Assessment,PRJ-001015|40|8|1|7|0|WZA008|4513796350,3. Active - PO,,4513796350,4513796350,88290.00000,74818.00000,74818.00000,0.00000,0.00000,74818.00000,-13472.00000,0.00000,0.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,W,WC,WCA012,RM Prairie Rose Road Maintenance,PRJ-001015|40|6|7|2|2|WCA012|4513802962,3. Active - PO,,4513802962,4513802962,2000000.00000,472441.00000,472441.00000,0.00000,0.00000,472441.00000,-1527559.00000,0.00000,48780.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,W,WH,WHA008,Partners Family Services - Onsite Counselling Services and Support,PRJ-001015|40|8|1|5|5|WHA008|4513825377,3. Active - PO,,4513825377,4513825377,164500.00000,44040.00000,44040.00000,0.00000,0.00000,44040.00000,-120460.00000,0.00000,10000.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,W,WT,WTA001,Sasktel - Network Equipment - Cisco Gear,PRJ-001015|40|8|9|8|2|WTA001|4513864393,3. Active - PO,,4513864393,4513864393,46712.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-46712.00000,0.00000,0.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,P,PE,PE0002,"PE0002 - WPI 5 - Goods - Switchgear, MCC's and VFD's",PRJ-001015|40|2|0|0|0|PE0002|4513887147-10-10,3. Active - PO,PE0002-WPI 05,4513887147,4513887147,26809949.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-26809949.00000,0.00000,2157479.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,W,WM,WMA027,ABB Hoist Storage and Delivery,PRJ-001015|40|6|0|0|0|WMA027|4514067776,3. Active - PO,,4514067776,4514067776,720000.00000,717164.00000,717164.00000,0.00000,0.00000,717164.00000,-2836.00000,0.00000,0.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,W,WN,WNA018,High-load Moves - Lifting SaskPower Transmission lines,PRJ-001015|40|6|0|0|0|WNA018|4514090793,3. Active - PO,,4514090793,4514090793,371000.00000,194260.00000,194260.00000,0.00000,0.00000,194260.00000,-176740.00000,0.00000,0.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,C,CM,CM2001,CM2001 - Rail Mounted Machines Logistics,PRJ-001015|40|2|0|0|0|CM2001|4514090929-10-10,3. Active - PO,,4514090929,4514090929,8824500.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-8824500.00000,0.00000,1182754.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,W,WK,WKA001,Generation of Bulk Samples for Customers,PRJ-001015|40|8|1|7|0|WKA001|4514095416,3. Active - PO,,4514095416,4514095416,242725.00000,194721.00000,194721.00000,0.00000,0.00000,194721.00000,-48004.00000,0.00000,0.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,W,WC,WCA012,RM Leroy Semi-Annual Road Visual Inspection -RM Road 1 and 2,PRJ-001015|40|6|7|2|2|WCA012|4514133438,3. Active - PO,,4514133438,4514133438,19500.00000,4840.00000,4840.00000,0.00000,0.00000,4840.00000,-14660.00000,0.00000,0.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,W,WN,WNA018,SaskPower Lines Lift (25kV),PRJ-001015|40|6|0|0|0|WNA018|4514164095,3. Active - PO,,4514164095,4514164095,137472.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-137472.00000,0.00000,0.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,W,WH,WHA010,Willowgrove Medical - Additional Health Care,PRJ-001015|40|8|1|5|5|WHA010|4514171529,3. Active - PO,,4514171529,4514171529,28900.00000,450.00000,450.00000,0.00000,0.00000,450.00000,-28450.00000,0.00000,4000.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,W,WC,WCA012,RM Usborne Road Maintenance,PRJ-001015|40|6|7|2|2|WCA012|4514303076-10,3. Active - PO,,4514303076,4514303076,2340000.00000,1527514.00000,1527514.00000,0.00000,0.00000,1527514.00000,-812486.00000,0.00000,25162.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,W,WT,WTA005,Deloitte - OT Master Data,PRJ-001015|40|8|9|8|2|WTA005|4514395474-10,3. Active - PO,,4514395474,4514395474,1016196.00000,595841.00000,595841.00000,0.00000,0.00000,595841.00000,-420355.00000,0.00000,0.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,P,PM,PM2405,Raw Ore Scalping Screens,PRJ-001015|40|2|0|0|0|PM2405|4514481938-10-10,3. Active - PO,,4514481938,4514481938,776203.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-776203.00000,0.00000,116908.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,W,WO,WOA013,Master Data Principle Upskilling (Mentoring),PRJ-001015|40|8|1|7|0|WOA013|4514577532-10-10,3. Active - PO,,4514577532,4514577532,67680.00000,30520.00000,30520.00000,0.00000,0.00000,30520.00000,-37160.00000,0.00000,6360.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,P,PP,PP0007,PP0007 - WPI3 Fab - Centrifugal Pumps,PRJ-001015|40|2|0|0|0|PP0007|4514577535-10-10,3. Active - PO,PP0007-WPI 03,4514577535,4514577535,7206612.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-7206612.00000,0.00000,403989.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,W,WT,WTA006,SoftwareOne - Surfer May 23-May24,PRJ-001015|40|8|9|8|2|WTA006|4514596296-10-10,3. Active - PO,,4514596296,4514596296,1839.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1839.00000,0.00000,1842.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,P,PJ,PJ0035,Diverse Side Area Network,PRJ-001015|40|2|0|0|0|PJ0035|4514602268-10-10,3. Active - PO,,4514602268,4514602268,558405.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-558405.00000,0.00000,260764.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,S,SC,SC6207,Trailer Rental - 260212278  60x12 Office Trailer,PRJ-001015|40|6|0|0|0|SC6207|4514614677,3. Active - PO,,4514614677,4514614677,49773.00000,16838.00000,16838.00000,0.00000,0.00000,16838.00000,-32935.00000,0.00000,32935.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,P,PM,PM1701,PM1701 - WPI 2 - Fab - Blair Hoist & Sheaves,PRJ-001015|40|1|0|0|0|PM1701|4514614687-10-10,4. PO Complete,PM1701-WPI 02,4514614687,4514614687,290966.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-290966.00000,0.00000,0.00000,"Delta between Incurred and Actuals is zero, Incurred to Date = Actuals"
PRJ-001015,P,PJ,PJ1105,PJ1105 – WPI 1 Eng - UGME Proximity Detection (20),PRJ-001015|40|1|0|0|0|PJ1105|4512580530-20-10,3. Active - PO,PJ1105-WPI 01,4512580530,4512580530,193658.00000,206979.00000,206979.00000,0.00000,0.00000,206979.00000,13321.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PG,PG0002,PG0002 – RFID & Barcode Supply,PRJ-001015|40|6|0|0|0|PG0002|4512643589-10-10,3. Active - PO,,4512643589,4512643589,1378157.00000,1412655.00000,0.00000,0.00000,0.00000,1412655.00000,-1378157.00000,-1412655.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PM,PM1121,PM1121 – WPI 1 Fab – Mobile Equipment - Multi purpose Chassis Fleet,PRJ-001015|40|1|0|0|0|PM1121|4512661334-10-10,3. Active - PO,PM1121-WPI 01,4512661334,4512661334,961949.00000,1006987.00000,0.00000,0.00000,0.00000,1006987.00000,-961949.00000,-1006987.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PM,PM1121,PM1121 – WPI 1 Fab – Mobile Equipment - Multi purpose Chassis Fleet (20),PRJ-001015|40|1|0|0|0|PM1121|4512661334-20-10,3. Active - PO,PM1121-WPI 01,4512661334,4512661334,842082.00000,902884.00000,0.00000,0.00000,0.00000,902884.00000,-842082.00000,-902884.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PJ,PJ0030,PJ0030 – WPI 1 Eng - LIBS (Laser Induced Breakdown Spectography),PRJ-001015|40|2|0|0|0|PJ0030|4512666410-10-10,4. PO Complete,PJ0030-WPI 01,4512666410,4512666410,95800.00000,102579.00000,0.00000,0.00000,0.00000,102579.00000,-95800.00000,-102579.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PM,PM2116,PM2116 - WPI 1 Eng - Thickeners (Lamella Type),PRJ-001015|40|2|0|0|0|PM2116|4512728981-10-10,3. Active - PO,PM2116-WPI 01,4512728981,4512728981,23362.00000,25140.00000,0.00000,0.00000,0.00000,25140.00000,-23362.00000,-25140.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PM,PM1122,PM1122 - WPI 1 Eng & Fab - Mobile Equipment - Specialized Fleet,PRJ-001015|40|1|0|0|0|PM1122|4512780607-20-10,3. Active - PO,PM1122-WPI 01,4512780607,4512780607,928440.00000,967723.00000,0.00000,0.00000,0.00000,967723.00000,-928440.00000,-967723.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PJ,PJ2101,PJ2101 - WPI 2 Training Unit - Process Control System,PRJ-001015|40|2|0|0|0|PJ2101|4512792828-10-10,3. Active - PO,PJ2101-WPI 02,4512792828,4512792828,519720.00000,538754.00000,538754.00000,0.00000,0.00000,538754.00000,19034.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PJ,PJ3101,PJ3101 - WPI 1 Eng - Remote Train and Switch Control System,PRJ-001015|40|3|0|0|0|PJ3101|4512822469-10-10,3. Active - PO,PJ3101-WPI 01,4512822469,4512822469,1689414.00000,1814418.00000,0.00000,0.00000,0.00000,1814418.00000,-1689414.00000,-1814418.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PM,PM2001,PM2001 - WPI 1 Eng - Tripper,PRJ-001015|40|2|0|0|0|PM2001|4513055565-10-10,3. Active - PO,PM2001-WPI 01,4513055565,4513055565,455944.00000,475233.00000,0.00000,0.00000,0.00000,475233.00000,-455944.00000,-475233.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PM,PM2109,PM2109 - WPI 2 Fab - Compactors,PRJ-001015|40|2|0|0|0|PM2109|4513066790-10-10,3. Active - PO,PM2109-WPI 02,4513066790,4513066790,2134829.00000,2143140.00000,0.00000,0.00000,0.00000,2143140.00000,-2134829.00000,-2143140.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PM,PM0004,PM0004 - WPI 1 E&M - Tanks and Pumpboxes,PRJ-001015|40|2|0|0|0|PM0004|4513161628-10-10,3. Active - PO,PM0004-WPI 01,4513161628,4513161628,4681534.00000,4851586.00000,0.00000,0.00000,0.00000,4851586.00000,-4681534.00000,-4851586.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PJ,PJ2102,PJ2102 - WPI 1 Eng - Froth Cameras,PRJ-001015|40|2|0|0|0|PJ2102|4513183412-10-10,3. Active - PO,PJ2102-WPI 01,4513183412,4513183412,200331.00000,210692.00000,0.00000,0.00000,0.00000,210692.00000,-200331.00000,-210692.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PM,PM2122,PM2122 - WPI 1 Eng - Product Coolers,PRJ-001015|40|2|0|0|0|PM2122|4513183418-10-10,3. Active - PO,PM2122-WPI 01,4513183418,4513183418,89520.00000,95910.00000,0.00000,0.00000,0.00000,95910.00000,-89520.00000,-95910.00000,-2506.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PE,PE2701,PE2701 - WPI 3 - Fab - GIS Switchgear (SSA),PRJ-001015|40|1|0|0|0|PE2701|4513356354-10-10,3. Active - PO,PE2701-WPI 03,4513356354,4513356354,3048392.00000,3378753.00000,0.00000,0.00000,0.00000,3378753.00000,-3048392.00000,-3378753.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PJ,PJ2101,PJ2101 - WPI 3 Fab - Process Control System,PRJ-001015|40|2|0|0|0|PJ2101|4513483457-10-10,3. Active - PO,PJ2101-WPI 03,4513483457,4513483457,3004479.00000,3157328.00000,0.00000,0.00000,0.00000,3157328.00000,-3004479.00000,-3157328.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PM,PM1128,PM1128 - WPI 2 Fab - Bin Vents,PRJ-001015|40|1|0|0|0|PM1128|4513562881-10-10,3. Active - PO,PM1128-WPI 2,4513562881,4513562881,1009831.00000,1103767.00000,0.00000,0.00000,0.00000,1103767.00000,-1009831.00000,-1103767.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,W,WO,WOA053,River Quarry Office Retrofit,PRJ-001015|40|5|0|0|0|WOA053|4513601646,3. Active - PO,,4513601646,4513601646,837909.00000,852991.00000,0.00000,0.00000,0.00000,852991.00000,-837909.00000,-852991.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PM,PM0001,PM0001 WPI 1 - Eng. and Fab - Bins Main Facility,PRJ-001015|40|1|0|0|0|PM0001|4513726409-10-10,3. Active - PO,PM0001-WPI 01,4513726409,4513726409,687078.00000,724995.00000,0.00000,0.00000,0.00000,724995.00000,-687078.00000,-724995.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PJ,PJ2107,PJ2107 - WPI 2 Fab - Actuated Valves,PRJ-001015|40|2|0|0|0|PJ2107|4513769504-10-10,3. Active - PO,PJ2107-WPI 02,4513769504,4513769504,1070731.00000,1113565.00000,0.00000,0.00000,0.00000,1113565.00000,-1070731.00000,-1113565.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,W,WT,WTA002,Infosys Limited - Data Ecosystem Phase 2,PRJ-001015|40|8|9|8|2|WTA002|4513825373,3. Active - PO,,4513825373,4513825373,375931.00000,378082.00000,0.00000,0.00000,0.00000,378082.00000,-375931.00000,-378082.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,W,WT,WTA002,Infosys Limited - Project Management Services,PRJ-001015|40|8|9|8|2|WTA002|4513825376,3. Active - PO,,4513825376,4513825376,79089.00000,79581.00000,79581.00000,0.00000,0.00000,79581.00000,492.00000,0.00000,1500.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SC,SC6210,Security Advisory and Embedded Consulting - Control Risks Group,PRJ-001015|40|6|0|0|0|SC6210|4514390343-10,3. Active - PO,,4514390343,4514390343,106557.00000,118124.00000,0.00000,0.00000,0.00000,118124.00000,-106557.00000,-118124.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,S,SC,SC6207,Trailer Rental - SO126011MI0060160x12 Office/WashTrailer,PRJ-001015|40|6|0|0|0|SC6207|4514621064,3. Active - PO,,4514621064,4514621064,19054.00000,33856.00000,33856.00000,0.00000,0.00000,33856.00000,14802.00000,0.00000,0.00000,"Actuals > Commitment, Incurred to Date = Actuals"
PRJ-001015,P,PM,PM1115,PM1115 - WPI 1 Fab - Mobile Equipment - Bolter and Scaler Fleet,PRJ-001015|40|1|0|0|0|PM1115|4512494555-20-10,3. Active - PO,PM1115-WPI 01,4512494555,4512494555,1135383.00000,1135383.00000,0.00000,0.00000,0.00000,1135383.00000,-1135383.00000,-1135383.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,P,PM,PM1105,PM1105 - WPI 2 Fab - UG Dewatering System,PRJ-001015|40|1|0|0|0|PM1105|4512511110-10-10,4. PO Complete,PM1105-WPI 02,4512511110,4512511110,577843.00000,577843.00000,0.00000,0.00000,0.00000,577843.00000,-577843.00000,-577843.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,C,CC,CC0001,CC0001 – Piling,PRJ-001015|40|2|0|0|0|CC0001|4512580730-10-10,3. Active - PO,,4512580730,4512580730,59500432.00000,59500432.00000,0.00000,0.00000,0.00000,59500432.00000,-59500432.00000,-59500432.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,W,WT,WTA006,Gartner Products and Analytics Service,PRJ-001015|40|8|9|8|2|WTA006|4512589555,4. PO Complete,,4512589555,4512589555,243058.00000,243058.00000,0.00000,0.00000,0.00000,243058.00000,-243058.00000,-243058.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,P,PJ,PJ1706,PJ1706 – WPI 1 E&M - Sinking Hoist Modifications,PRJ-001015|40|1|0|0|0|PJ1706|4512590107-10-10,3. Active - PO,PJ1706-WPI 01,4512590107,4512590107,1806782.00000,1806782.00000,0.00000,0.00000,0.00000,1806782.00000,-1806782.00000,-1806782.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,P,PJ,PJ1706,PJ1706 - WPI 1 E&M - Sinking Hoist Modifications,PRJ-001015|40|1|0|0|0|PJ1706|4512590107-20-10,3. Active - PO,PJ1706-WPI 01,4512590107,4512590107,1149771.00000,1149771.00000,0.00000,0.00000,0.00000,1149771.00000,-1149771.00000,-1149771.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,C,CG,CG2703,CG2703 - Coarse TMA Phase 1AB,PRJ-001015|40|2|0|0|0|CG2703|4512595216-10-10,4. PO Complete,,4512595216,4512595216,29491698.00000,29491698.00000,0.00000,0.00000,0.00000,29491698.00000,-29491698.00000,-29491698.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,W,WC,WCA010,Jansen Purchased Trailers,PRJ-001015|40|6|0|0|0|WCA010|4512596959,4. PO Complete,,4512596959,4512596959,97509.00000,97509.00000,195019.00000,0.00000,0.00000,97509.00000,97510.00000,97510.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,W,WG,WGA001,BHP Fleet Purchase 2022,PRJ-001015|40|6|3|1|0|WGA001|4512614213,4. PO Complete,,4512614213,4512614213,1232828.00000,1232828.00000,1232828.00000,0.00000,0.00000,1232828.00000,0.00000,0.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,W,WH,WHA017,CN Rail Spur Environmental Review - Stantec,PRJ-001015|40|8|1|7|0|WHA017|4512630532,4. PO Complete,,4512630532,4512630532,3269.00000,3269.00000,0.00000,0.00000,0.00000,3269.00000,-3269.00000,-3269.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,P,PM,PM1127,PM1127 – WPI 1 Eng - UG Doors,PRJ-001015|40|1|0|0|0|PM1127|4512643712-10-10,4. PO Complete,PM1127-WPI 01,4512643712,4512643712,297411.00000,297411.00000,0.00000,0.00000,0.00000,297411.00000,-297411.00000,-297411.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,P,PM,PM0021,PM0021 - WPI 1 Eng - Auto Samplers,PRJ-001015|40|2|0|0|0|PM0021|4512665672-10-10,4. PO Complete,PM0021-WPI 01,4512665672,4512665672,86732.00000,86732.00000,0.00000,0.00000,0.00000,86732.00000,-86732.00000,-86732.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,P,PE,PE2709,PE2709 - WPI 1 Eng - Modular E-Houses,PRJ-001015|40|2|0|0|0|PE2709|4512666489-10-10,3. Active - PO,PE2709-WPI 01,4512666489,4512666489,92905.00000,92905.00000,0.00000,0.00000,0.00000,92905.00000,-92905.00000,-92905.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,P,PE,PE2709,PE2709 - WPI 1 Eng - Modular E-Houses,PRJ-001015|40|2|0|0|0|PE2709|4512666489-20-10,3. Active - PO,PE2709-WPI 01,4512666489,4512666489,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,W,WE,WEA016,CDW CANADA Corp - NAS Server and Hard Drives,PRJ-001015|40|8|1|7|0|WEA016|4512676781,4. PO Complete,,4512676781,4512676781,6113.00000,6113.00000,6113.00000,0.00000,0.00000,6113.00000,0.00000,0.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,W,WN,WNA002,TransGas - Facilities Distribution Increase,PRJ-001015|40|5|6|0|0|WNA002|4512728603,4. PO Complete,,4512728603,4512728603,35900.00000,35900.00000,0.00000,0.00000,0.00000,35900.00000,-35900.00000,-35900.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,P,PP,PP0014,PP0014 - WPI 1 E&M - Fire Water Package,PRJ-001015|40|2|0|0|0|PP0014|4512728982-10-10,3. Active - PO,PP0014-WPI 1,4512728982,4512728982,177972.00000,177972.00000,73374.00000,0.00000,0.00000,177972.00000,-104598.00000,-104598.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,P,PP,PP0014,PP0014 - WPI 1 E&M - Fire Water Package,PRJ-001015|40|2|0|0|0|PP0014|4512728982-20-10,3. Active - PO,PP0014-WPI 1,4512728982,4512728982,622903.00000,622903.00000,0.00000,0.00000,0.00000,622903.00000,-622903.00000,-622903.00000,20140.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,S,SG,SG0002,SG0002 - ATP Microsoft Hubs - Quote #MQTJ670,PRJ-001015|40|6|0|0|0|SG0002|4512728985-10-10,4. PO Complete,,4512728985,4512728985,137328.00000,137328.00000,0.00000,0.00000,0.00000,137328.00000,-137328.00000,-137328.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,S,SG,SG0002,SG0002 - ATP Microsoft Hubs - Recycling Fee,PRJ-001015|40|6|0|0|0|SG0002|4512728985-10-20,4. PO Complete,,4512728985,4512728985,1.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1.00000,-1.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,P,PP,PP1101,"PP1101 - WPI 1 Fab - UG Pipes, Valves & Fittings",PRJ-001015|40|1|0|0|0|PP1101|4512733005-10-10,3. Active - PO,PP1101-WPI 01,4512733005,4512733005,221073.00000,221073.00000,0.00000,0.00000,0.00000,221073.00000,-221073.00000,-221073.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,P,PP,PP1101,"PP1101 - WPI 1 - Storage - UG Pipes, Valves & Fittings",PRJ-001015|40|1|0|0|0|PP1101|4512733005-20-10,3. Active - PO,PP1101-WPI 01,4512733005,4512733005,6678.00000,6678.00000,0.00000,0.00000,0.00000,6678.00000,-6678.00000,-6678.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,P,PP,PP1101,PP1101-WPI-1-Storage,PRJ-001015|40|1|0|0|0|PP1101|4512733005-30-10,3. Active - PO,PP1101-WPI 01,4512733005,4512733005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,W,WZ,WZA005,Safran Risk Licenses,PRJ-001015|40|8|9|8|2|WZA005|4512735775,4. PO Complete,,4512735775,4512735775,30927.00000,30927.00000,30927.00000,0.00000,0.00000,30927.00000,0.00000,0.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,P,PM,PM1122,PM1122 - WPI 1 Eng - Mobile Equipment - Specialized Fleet,PRJ-001015|40|1|0|0|0|PM1122|4512780607-10-10,3. Active - PO,PM1122-WPI 01,4512780607,4512780607,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,W,WC,WCA011,Temp Construction Power and Fiber Installation,PRJ-001015|40|6|0|0|0|WCA011|4512781544,4. PO Complete,,4512781544,4512781544,675687.00000,675687.00000,675687.00000,0.00000,0.00000,675687.00000,0.00000,0.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,P,PM,PM2101,PM2101– WPI 1 Eng - Reagents Hot Water Tank Gas Heaters,PRJ-001015|40|2|0|0|0|PM2101|4512799530-10-10,4. PO Complete,PM2101-WPI 01,4512799530,4512799530,75955.00000,75955.00000,0.00000,0.00000,0.00000,75955.00000,-75955.00000,-75955.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,P,PM,PM1119,PM1119 - WPI 1 Fab - Mobile Equipment - LHD Fleet,PRJ-001015|40|1|0|0|0|PM1119|4512820980-10-10,3. Active - PO,PM1119-WPI 01,4512820980,4512820980,2614096.00000,2614096.00000,0.00000,0.00000,0.00000,2614096.00000,-2614096.00000,-2614096.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,P,PM,PM1119,PM1119 - WPI 1 Fab - Mobile Equipment - LHD Fleet (20),PRJ-001015|40|1|0|0|0|PM1119|4512820980-20-10,3. Active - PO,PM1119-WPI 01,4512820980,4512820980,1927196.00000,1927196.00000,0.00000,0.00000,0.00000,1927196.00000,-1927196.00000,-1927196.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
PRJ-001015,W,WO,WOA027,Planning Non-labour Equipment & Supplies - Geotechnical equipment,PRJ-001015|40|8|9|4|4|WOA027|4512862443,4. PO Complete,,4512862443,4512862443,47235.00000,47235.00000,0.00000,0.00000,0.00000,47235.00000,-47235.00000,-47235.00000,0.00000,"Actuals = Commitment, Incurred to Date is Actuals"
